CookerStat, GenerateAssetRegistry=0.034522, Initialize=0.181317, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_0, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Saved/Autosaves/Game/Blueprints/HeroCharacter_Auto1.uasset, AutoPackageBackupDelegate=4.231568, FlushAsyncLoading=0.018660, FlushStreamingFunc=0.120051, BlockTillAllRequestsFinished=0.013996, ResetLoadersForSaveUnMarkAllObjects=0.501655, TagPackageExports=4.897129, BeginCacheForCookedPlatformData=0.004355, SerializeImports=6.817289, GatherLocalizableTextData=5.789410, MarkNames=0.058781, SerializeSummary=0.021771, SerializeNames=0.275239, SerializeGatherableTextData=0.060648, BuildExportMap=0.164524, SortExportsNonSeekfree=0.606775, SortExportsSeekfreeConstructor=0.083350, SortExportsSeekfreeInner=16.686499, SortExportsSeekfree=0.009950, BuildDependencyMap=0.070289, SerializeImportMap=0.020839, SerializeExportMap=0.037320, SerializeDependencyMap=0.008401, SerializeStringAssetReferenceMap=0.002485, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.404876, SerializeExports=8.279648, SerializeBulkData=0.033278, MoveFile=1.113407, UnaccountedTime=0.158615, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_1, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=1.752838, FlushAsyncLoading=0.006221, FlushStreamingFunc=0.096411, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=0.154573, TagPackageExports=5.057611, BeginCacheForCookedPlatformData=0.006840, SerializeImports=6.054390, GatherLocalizableTextData=6.138671, MarkNames=0.102319, SerializeSummary=0.023328, SerializeNames=0.632901, SerializeGatherableTextData=0.162967, BuildExportMap=0.236057, SortExportsNonSeekfree=0.598688, SortExportsSeekfreeConstructor=0.080552, SortExportsSeekfreeInner=16.648245, SortExportsSeekfree=0.009332, BuildDependencyMap=0.074331, SerializeImportMap=0.016175, SerializeExportMap=0.037629, SerializeDependencyMap=0.007153, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.797424, SerializeExports=6.985854, SerializeBulkData=0.009641, MoveFile=1.227550, UnaccountedTime=1.058668, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_2, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=0.964433, FlushAsyncLoading=0.002798, FlushStreamingFunc=0.115074, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.175409, TagPackageExports=4.895262, BeginCacheForCookedPlatformData=0.004355, SerializeImports=5.848188, GatherLocalizableTextData=6.203048, MarkNames=0.057228, SerializeSummary=0.015862, SerializeNames=0.294521, SerializeGatherableTextData=0.060957, BuildExportMap=0.164215, SortExportsNonSeekfree=0.556082, SortExportsSeekfreeConstructor=0.063445, SortExportsSeekfreeInner=16.393219, SortExportsSeekfree=0.009954, BuildDependencyMap=0.098899, SerializeImportMap=0.017416, SerializeExportMap=0.036076, SerializeDependencyMap=0.010576, SerializeStringAssetReferenceMap=0.003107, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.229104, SerializeExports=7.612847, SerializeBulkData=0.011198, MoveFile=1.173124, UnaccountedTime=1.117762, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_3, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/Weapon.uasset, AutoPackageBackupDelegate=2.116717, FlushAsyncLoading=0.008088, FlushStreamingFunc=0.108540, BlockTillAllRequestsFinished=0.006843, ResetLoadersForSaveUnMarkAllObjects=0.157058, TagPackageExports=2.049852, BeginCacheForCookedPlatformData=0.002179, SerializeImports=3.470845, GatherLocalizableTextData=2.423372, MarkNames=0.024881, SerializeSummary=0.014618, SerializeNames=0.112582, SerializeGatherableTextData=0.115074, BuildExportMap=0.083350, SortExportsNonSeekfree=0.160482, SortExportsSeekfreeConstructor=0.059091, SortExportsSeekfreeInner=6.554488, SortExportsSeekfree=0.005908, BuildDependencyMap=0.028923, SerializeImportMap=0.015240, SerializeExportMap=0.021458, SerializeDependencyMap=0.004977, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.571282, SerializeExports=3.420152, SerializeBulkData=0.008710, MoveFile=1.241855, UnaccountedTime=0.982475, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_4, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Saved/Autosaves/Game/Blueprints/Weapon_Auto2.uasset, AutoPackageBackupDelegate=1.033478, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.067487, BlockTillAllRequestsFinished=0.005912, ResetLoadersForSaveUnMarkAllObjects=0.143062, TagPackageExports=2.919741, BeginCacheForCookedPlatformData=0.007775, SerializeImports=3.451567, GatherLocalizableTextData=2.481841, MarkNames=0.037011, SerializeSummary=0.016794, SerializeNames=0.113517, SerializeGatherableTextData=0.115383, BuildExportMap=0.084907, SortExportsNonSeekfree=0.166077, SortExportsSeekfreeConstructor=0.064068, SortExportsSeekfreeInner=7.967398, SortExportsSeekfree=0.007153, BuildDependencyMap=0.029236, SerializeImportMap=0.025190, SerializeExportMap=0.024259, SerializeDependencyMap=0.004668, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.370409, SerializeExports=4.960265, SerializeBulkData=0.016171, MoveFile=1.176853, UnaccountedTime=0.225171, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_5, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/Weapon.uasset, AutoPackageBackupDelegate=1.732312, FlushAsyncLoading=0.006221, FlushStreamingFunc=0.098899, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.156436, TagPackageExports=4.654229, BeginCacheForCookedPlatformData=0.007775, SerializeImports=3.821354, GatherLocalizableTextData=2.790362, MarkNames=0.031721, SerializeSummary=0.017729, SerializeNames=0.161100, SerializeGatherableTextData=0.131246, BuildExportMap=0.097346, SortExportsNonSeekfree=0.237610, SortExportsSeekfreeConstructor=0.104811, SortExportsSeekfreeInner=8.743670, SortExportsSeekfree=0.013065, BuildDependencyMap=0.046339, SerializeImportMap=0.016794, SerializeExportMap=0.022084, SerializeDependencyMap=0.005595, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.616380, SerializeExports=5.191650, SerializeBulkData=0.015862, MoveFile=1.581784, UnaccountedTime=1.280729, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_6, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/Weapon.uasset, AutoPackageBackupDelegate=1.056802, FlushAsyncLoading=0.002801, FlushStreamingFunc=0.082105, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.138398, TagPackageExports=4.948445, BeginCacheForCookedPlatformData=0.004355, SerializeImports=4.075445, GatherLocalizableTextData=3.496349, MarkNames=0.059091, SerializeSummary=0.027370, SerializeNames=0.178207, SerializeGatherableTextData=0.142444, BuildExportMap=0.150837, SortExportsNonSeekfree=0.232011, SortExportsSeekfreeConstructor=0.066247, SortExportsSeekfreeInner=9.833131, SortExportsSeekfree=0.007775, BuildDependencyMap=0.040431, SerializeImportMap=0.013065, SerializeExportMap=0.021458, SerializeDependencyMap=0.005286, SerializeStringAssetReferenceMap=0.002179, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.748557, SerializeExports=7.209159, SerializeBulkData=0.009950, MoveFile=1.227237, UnaccountedTime=0.915918, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_7, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/Weapon.uasset, AutoPackageBackupDelegate=1.105946, FlushAsyncLoading=0.004664, FlushStreamingFunc=0.091437, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.137463, TagPackageExports=3.307570, BeginCacheForCookedPlatformData=0.003733, SerializeImports=4.868202, GatherLocalizableTextData=3.078043, MarkNames=0.029545, SerializeSummary=0.015240, SerializeNames=0.124715, SerializeGatherableTextData=0.115383, BuildExportMap=0.098590, SortExportsNonSeekfree=0.229523, SortExportsSeekfreeConstructor=0.059713, SortExportsSeekfreeInner=7.960245, SortExportsSeekfree=0.007153, BuildDependencyMap=0.035454, SerializeImportMap=0.014305, SerializeExportMap=0.022393, SerializeDependencyMap=0.004977, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.462469, SerializeExports=5.703568, SerializeBulkData=0.011820, MoveFile=1.211375, UnaccountedTime=0.917785, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_8, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/Weapon.uasset, AutoPackageBackupDelegate=0.990558, FlushAsyncLoading=0.003420, FlushStreamingFunc=0.114452, BlockTillAllRequestsFinished=0.005286, ResetLoadersForSaveUnMarkAllObjects=0.130937, TagPackageExports=3.590584, BeginCacheForCookedPlatformData=0.004355, SerializeImports=4.314300, GatherLocalizableTextData=2.995003, MarkNames=0.026748, SerializeSummary=0.013996, SerializeNames=0.121292, SerializeGatherableTextData=0.113517, BuildExportMap=0.097346, SortExportsNonSeekfree=0.227660, SortExportsSeekfreeConstructor=0.057846, SortExportsSeekfreeInner=8.703239, SortExportsSeekfree=0.008088, BuildDependencyMap=0.040743, SerializeImportMap=0.017729, SerializeExportMap=0.029232, SerializeDependencyMap=0.004664, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.462469, SerializeExports=5.473737, SerializeBulkData=0.012752, MoveFile=1.274511, UnaccountedTime=0.912808, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_9, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/Weapon.uasset, AutoPackageBackupDelegate=2.134759, FlushAsyncLoading=0.010263, FlushStreamingFunc=0.062510, BlockTillAllRequestsFinished=0.006534, ResetLoadersForSaveUnMarkAllObjects=0.184737, TagPackageExports=4.361574, BeginCacheForCookedPlatformData=0.007153, SerializeImports=5.576681, GatherLocalizableTextData=3.267758, MarkNames=0.062201, SerializeSummary=0.021148, SerializeNames=0.182875, SerializeGatherableTextData=0.142753, BuildExportMap=0.155814, SortExportsNonSeekfree=0.360146, SortExportsSeekfreeConstructor=0.110719, SortExportsSeekfreeInner=10.068253, SortExportsSeekfree=0.008710, BuildDependencyMap=0.040740, SerializeImportMap=0.014618, SerializeExportMap=0.022702, SerializeDependencyMap=0.004977, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.485174, SerializeExports=5.272511, SerializeBulkData=0.013065, MoveFile=1.253985, UnaccountedTime=1.088526, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
SavePackageTransactionId811A30D64FECD808D853729AEDE04071_10, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/Weapon.uasset, AutoPackageBackupDelegate=1.227237, FlushAsyncLoading=0.004042, FlushStreamingFunc=0.032347, BlockTillAllRequestsFinished=0.004355, ResetLoadersForSaveUnMarkAllObjects=0.130933, TagPackageExports=3.678601, BeginCacheForCookedPlatformData=0.004355, SerializeImports=4.150085, GatherLocalizableTextData=3.156107, MarkNames=0.026125, SerializeSummary=0.013374, SerializeNames=0.120670, SerializeGatherableTextData=0.110410, BuildExportMap=0.108231, SortExportsNonSeekfree=0.227969, SortExportsSeekfreeConstructor=0.056911, SortExportsSeekfreeInner=9.086713, SortExportsSeekfree=0.008401, BuildDependencyMap=0.041053, SerializeImportMap=0.013687, SerializeExportMap=0.021771, SerializeDependencyMap=0.004977, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.322477, SerializeExports=5.358972, SerializeBulkData=0.012130, MoveFile=1.188047, UnaccountedTime=1.072668, RunGuid=RunID59B0D8A8415FF75AB475DE9DE7CE9AD2
